100
1, 30.347312, 66.719040
2, 60.743995, 29.640055
3, 27.890231, 59.856276
4, 79.956234, 15.185199
5, 79.616912, 43.637711
6, 95.408690, 1.268230
7, 44.433817, 22.902295
8, 45.688281, 26.367965
9, 59.981714, 51.138523
10, 84.262183, 21.508489
11, 3.120045, 34.610979
12, 18.727014, 74.781709
13, 94.359440, 41.361945
14, 94.792214, 5.575256
15, 45.298439, 39.002814
16, 81.083255, 47.448394
17, 92.887920, 82.532072
18, 67.271728, 30.364357
19, 37.233228, 82.179014
20, 40.569569, 56.567976
21, 43.882392, 5.438162
22, 67.864920, 26.001418
23, 46.507033, 58.910355
24, 95.326417, 47.973362
25, 35.469798, 19.865062
26, 33.902086, 23.901266
27, 89.586005, 78.019348
28, 54.543426, 61.730992
29, 74.928372, 14.412880
30, 12.487720, 71.613202
31, 45.323482, 40.150643
32, 7.474944, 46.238537
33, 66.334061, 70.728201
34, 70.365164, 40.121055
35, 91.895057, 1.438540
36, 66.007191, 7.464044
37, 69.010492, 59.106817
38, 85.372361, 44.600152
39, 46.790172, 92.662060
40, 45.847868, 9.489336
41, 80.610419, 37.541878
42, 82.476724, 54.599886
43, 19.043610, 11.167837
44, 2.567321, 90.446323
45, 5.681496, 63.327700
46, 14.293558, 90.541164
47, 17.141874, 63.055294
48, 62.584478, 1.422828
49, 2.951521, 31.647779
50, 47.233227, 11.187074
51, 67.844277, 62.946313
52, 11.478897, 6.070945
53, 23.606392, 67.399492
54, 28.908060, 47.743909
55, 17.275629, 30.554580
56, 32.370612, 51.633298
57, 80.111010, 70.702825
58, 29.963370, 81.361098
59, 77.562572, 31.580834
60, 55.277083, 31.130218
61, 55.469172, 34.497687
62, 73.064729, 66.630489
63, 77.362482, 86.107163
64, 90.084710, 76.177925
65, 13.816716, 87.583758
66, 79.407682, 87.123550
67, 18.941337, 17.279040
68, 2.897438, 85.022398
69, 12.738719, 95.958838
70, 13.373569, 77.020699
71, 12.831096, 87.501535
72, 93.525979, 6.741348
73, 27.323006, 64.679222
74, 94.267926, 32.409659
75, 63.815050, 64.034691
76, 87.253082, 87.975103
77, 36.707324, 37.363768
78, 23.620190, 76.673756
79, 18.731824, 16.808666
80, 54.564926, 51.972468
81, 25.511646, 62.745561
82, 30.582361, 71.391369
83, 1.554862, 30.639611
84, 58.748809, 26.368711
85, 96.255831, 91.600351
86, 84.984767, 61.503426
87, 0.794030, 9.317506
88, 63.402554, 62.769720
89, 35.929114, 19.202802
90, 11.405962, 77.696469
91, 54.081793, 86.450051
92, 41.642138, 33.358161
93, 51.709850, 13.541400
94, 88.612288, 76.546716
95, 14.939591, 31.861373
96, 43.467652, 25.237951
97, 5.903881, 20.007461
98, 38.103006, 6.900985
99, 72.236947, 55.191074
100, 9.511923, 40.381162
