1000
1, 13, 1.876885
13, 1, 1.876885
1, 38, 5.974223
38, 1, 5.974223
1, 85, 8.983954
85, 1, 8.983954
1, 35, 9.811070
35, 1, 9.811070
1, 21, 10.116386
21, 1, 10.116386
2, 19, 3.147265
19, 2, 3.147265
2, 100, 4.312747
100, 2, 4.312747
2, 39, 5.070163
39, 2, 5.070163
2, 18, 8.217509
18, 2, 8.217509
2, 4, 9.438648
4, 2, 9.438648
3, 75, 3.628524
75, 3, 3.628524
3, 51, 9.090437
51, 3, 9.090437
3, 78, 11.519870
78, 3, 11.519870
3, 94, 12.340155
94, 3, 12.340155
3, 26, 13.024296
26, 3, 13.024296
4, 39, 6.423240
39, 4, 6.423240
4, 82, 8.850541
82, 4, 8.850541
4, 93, 9.138968
93, 4, 9.138968
4, 2, 9.438648
2, 4, 9.438648
4, 19, 12.169621
19, 4, 12.169621
5, 72, 8.185604
72, 5, 8.185604
5, 18, 15.601930
18, 5, 15.601930
5, 65, 16.661925
65, 5, 16.661925
5, 33, 18.335988
33, 5, 18.335988
5, 100, 19.398460
100, 5, 19.398460
6, 34, 6.029800
34, 6, 6.029800
6, 24, 6.592214
24, 6, 6.592214
6, 96, 7.345306
96, 6, 7.345306
6, 67, 9.094470
67, 6, 9.094470
6, 58, 10.142560
58, 6, 10.142560
7, 11, 10.778585
11, 7, 10.778585
7, 57, 16.951620
57, 7, 16.951620
7, 56, 16.974869
56, 7, 16.974869
7, 29, 21.592997
29, 7, 21.592997
7, 42, 22.610800
42, 7, 22.610800
8, 53, 7.325522
53, 8, 7.325522
8, 66, 8.694881
66, 8, 8.694881
8, 70, 10.452666
70, 8, 10.452666
8, 86, 13.691746
86, 8, 13.691746
8, 17, 17.004694
17, 8, 17.004694
9, 90, 2.739440
90, 9, 2.739440
9, 58, 3.029336
58, 9, 3.029336
9, 34, 7.620488
34, 9, 7.620488
9, 68, 8.832389
68, 9, 8.832389
9, 67, 11.659584
67, 9, 11.659584
10, 25, 5.363872
25, 10, 5.363872
10, 76, 8.228081
76, 10, 8.228081
10, 22, 9.217795
22, 10, 9.217795
10, 40, 10.208826
40, 10, 10.208826
10, 36, 13.046751
36, 10, 13.046751
11, 7, 10.778585
7, 11, 10.778585
11, 45, 14.485521
45, 11, 14.485521
11, 96, 15.914562
96, 11, 15.914562
11, 56, 16.554672
56, 11, 16.554672
11, 24, 16.698040
24, 11, 16.698040
12, 29, 5.425172
29, 12, 5.425172
12, 35, 11.368413
35, 12, 11.368413
12, 23, 15.140691
23, 12, 15.140691
12, 85, 16.076260
85, 12, 16.076260
12, 1, 17.253152
1, 12, 17.253152
13, 1, 1.876885
1, 13, 1.876885
13, 38, 4.203523
38, 13, 4.203523
13, 35, 8.870277
35, 13, 8.870277
13, 21, 9.513370
21, 13, 9.513370
13, 85, 10.774663
85, 13, 10.774663
14, 69, 4.938612
69, 14, 4.938612
14, 95, 6.466153
95, 14, 6.466153
14, 87, 8.278394
87, 14, 8.278394
14, 81, 13.807396
81, 14, 13.807396
14, 46, 15.879058
46, 14, 15.879058
15, 63, 5.676171
63, 15, 5.676171
15, 48, 5.952466
48, 15, 5.952466
